ACTIE,TYPE,TAFEL,DATUM,MEDEWERKER,DEBIT,CREDIT,AANTAL,BTW,BOEK,PRODUCT,TRANSACTIE,BESTELID,DAY,AFGEREKEND
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 15:30:10,Manager,55.50,,3,9,8010,PASTA 18.50,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 15:30:10,Manager,32.00,,2,9,8010,PASTA 16,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,gecorrigeerd,Tafel Panca Centro Indoor,2025/02/02 15:44:18,Manager,-10.00,,-1,9,8010,Pasta 10,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 15:44:18,Manager,9.20,,4,9,8010,Coffee/Espresso,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 15:44:18,Manager,2.50,,1,9,8010,sweet no price,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 15:44:18,Manager,5.00,,1,9,8010,Torta 5,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 15:44:18,Manager,7.00,,1,9,8010,Torta 7,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 15:44:24,Manager,5.50,,1,21,8011,Gl  LIQUORI,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 15:44:28,Manager,2.30,,1,9,8010,Coffee/Espresso,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 15:49:32,Manager,2.30,,1,9,8010,Coffee/Espresso,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/02 16:00:07,Manager,5.50,,1,21,8011,Gl  LIQUORI,,NxO5rHuBgk1vpMak369rN,02-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/02 16:01:29,Manager,,435.60,,,,,PIN,NxO5rHuBgk1vpMak369rN,02-02-2025,
item,toegevoegd,Tafel Vetrina Indoor,2025/02/02 14:06:56,Manager,4.00,,1,9,8010,Double espresso,,N815b5WwQ21Z8pKvgjSMO,02-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/02 14:06:56,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,N815b5WwQ21Z8pKvgjSMO,02-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/02 14:06:56,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,N815b5WwQ21Z8pKvgjSMO,02-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/02 14:06:56,Manager,7.50,,1,9,8010,Focaccia FILLED 7.5,,N815b5WwQ21Z8pKvgjSMO,02-02-2025,verkoop
transactie,,Tafel Vetrina Indoor,2025/02/02 14:16:04,Manager,,24.00,,,,,PIN,N815b5WwQ21Z8pKvgjSMO,02-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/02 15:16:26,Manager,5.00,,2,9,8010,Pasta Fresca 100gr,,n5Isc6XyqNQQ4X9MjNYJy6,02-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/02 15:16:26,Manager,4.50,,1,9,8010,Veggie S 4.5,,n5Isc6XyqNQQ4X9MjNYJy6,02-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/02 15:16:26,Manager,6.00,,1,9,8010,SUGO Speciale 150g,,n5Isc6XyqNQQ4X9MjNYJy6,02-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/02 15:16:26,Manager,4.00,,1,9,8010,SUGO Normale 150g,,n5Isc6XyqNQQ4X9MjNYJy6,02-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/02 15:16:26,Manager,7.00,,1,9,8010,Torta 7,,n5Isc6XyqNQQ4X9MjNYJy6,02-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/02 15:16:28,Manager,,26.50,,,,,PIN,n5Isc6XyqNQQ4X9MjNYJy6,02-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/02 15:28:34,Manager,4.50,,1,9,8010,Beer 0,,n8DwFLu1MDFPopZSvx66sG,02-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/02 15:28:34,Manager,4.50,,1,9,8010,Water 750,,n8DwFLu1MDFPopZSvx66sG,02-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/02 15:28:34,Manager,11.50,,1,21,8011,Gl NEBBIOLO,,n8DwFLu1MDFPopZSvx66sG,02-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/02 15:28:34,Manager,6.00,,1,9,8010,SALAD di Casa,,n8DwFLu1MDFPopZSvx66sG,02-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/02 15:28:34,Manager,39.00,,2,9,8010,Pasta 19.50,,n8DwFLu1MDFPopZSvx66sG,02-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/02 15:44:51,Manager,4.60,,2,9,8010,Coffee/Espresso,,n8DwFLu1MDFPopZSvx66sG,02-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/02 15:44:51,Manager,0.50,,1,9,8010,sweet no price,,n8DwFLu1MDFPopZSvx66sG,02-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/02 15:47:28,Manager,,70.60,,,,,PIN,n8DwFLu1MDFPopZSvx66sG,02-02-2025,
item,toegevoegd,Tafel Vetrina Indoor,2025/02/02 15:29:00,Manager,6.00,,2,9,8010,Can,,BRQWhkl8sOe34iAT2lfi,02-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/02 15:29:00,Manager,15.00,,1,9,8010,PASTA 15,,BRQWhkl8sOe34iAT2lfi,02-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/02 15:29:00,Manager,18.00,,1,9,8010,PASTA 18,,BRQWhkl8sOe34iAT2lfi,02-02-2025,verkoop
transactie,,Tafel Vetrina Indoor,2025/02/02 16:03:43,Manager,,39.00,,,,,PIN,BRQWhkl8sOe34iAT2lfi,02-02-2025,
item,toegevoegd,Directe verkoop,2025/02/02 19:03:21,Manager,10.90,,1,0,8012,tip,,HVeFk2miwLhxDRwVvySqYD,02-02-2025,verkoop
transactie,,Directe verkoop,2025/02/02 19:03:21,Manager,,10.90,,,,,PIN,HVeFk2miwLhxDRwVvySqYD,02-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/05 11:00:57,Manager,4.00,,1,9,8010,Double espresso,,DeMofWopdCVpVfFQvkWoWi,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 11:00:57,Manager,16.50,,1,9,8010,MEAT Food Second,,DeMofWopdCVpVfFQvkWoWi,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 11:00:57,Manager,3.50,,1,9,8010,slice FOCACCIA,,DeMofWopdCVpVfFQvkWoWi,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 11:14:39,Manager,7.00,,1,9,8010,SUGO 300gr,,DeMofWopdCVpVfFQvkWoWi,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 11:14:39,Manager,12.00,,2,9,8010,MEAT BALLS,,DeMofWopdCVpVfFQvkWoWi,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 11:14:39,Manager,4.50,,1,9,8010,Veggie S 4.5,,DeMofWopdCVpVfFQvkWoWi,05-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/05 11:15:09,Manager,,47.50,,,,,PIN,DeMofWopdCVpVfFQvkWoWi,05-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/05 11:15:25,Manager,4.50,,1,9,8010,Veggie S 4.5,,hcvrl4ocgK7QmVpBjVDct,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 11:15:25,Manager,7.00,,1,9,8010,SUGO 300gr,,hcvrl4ocgK7QmVpBjVDct,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 11:15:25,Manager,12.00,,2,9,8010,MEAT BALLS,,hcvrl4ocgK7QmVpBjVDct,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 17:30:37,Manager,5.00,,1,9,8010,Torta 5,,hcvrl4ocgK7QmVpBjVDct,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 17:31:26,Manager,16.50,,1,9,8010,MEAT Food Second,,hcvrl4ocgK7QmVpBjVDct,05-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/05 17:32:40,Manager,,45.00,,,,,PIN,hcvrl4ocgK7QmVpBjVDct,05-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/05 12:11:16,Manager,10.50,,3,9,8010,slice FOCACCIA,,LFiZblSKDnaxRcWPeiYJcR,05-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/05 12:11:50,Manager,,10.50,,,,,PIN,LFiZblSKDnaxRcWPeiYJcR,05-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/05 12:13:04,Manager,9.50,,1,9,8010,Focaccia FILLED 9.5,,1PYsrRJ96szDFKDLLxFbR,05-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/05 12:13:55,Manager,,9.50,,,,,PIN,1PYsrRJ96szDFKDLLxFbR,05-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/05 12:18:13,Manager,7.00,,1,9,8010,SUGO 300gr,,U5vP46MwHDC6DdYqUImubG,05-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/05 12:19:23,Manager,,7.00,,,,,PIN,U5vP46MwHDC6DdYqUImubG,05-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/05 12:36:23,Manager,10.50,,3,9,8010,slice FOCACCIA,,34qHMSdHrnZKdGQf2KFYm,05-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/05 13:09:08,Manager,,10.50,,,,,PIN,34qHMSdHrnZKdGQf2KFYm,05-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/05 12:52:46,Manager,7.00,,2,9,8010,Cappuccino/Latte Macchiato,,T4A6MTpv4w5mvbte1qZmr,05-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/05 12:52:46,Manager,5.00,,2,9,8010,Tea/American Coffe,,T4A6MTpv4w5mvbte1qZmr,05-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/05 12:52:46,Manager,3.00,,1,9,8010,Can,,T4A6MTpv4w5mvbte1qZmr,05-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/05 13:02:40,Manager,8.00,,1,9,8010,Focaccia FILLED 8,,T4A6MTpv4w5mvbte1qZmr,05-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/05 13:02:40,Manager,17.50,,1,9,8010,Pasta 17.50,,T4A6MTpv4w5mvbte1qZmr,05-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/05 13:02:40,Manager,18.50,,1,9,8010,PASTA 18.50,,T4A6MTpv4w5mvbte1qZmr,05-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/05 13:02:40,Manager,7.50,,1,9,8010,SALAD di Matilde,,T4A6MTpv4w5mvbte1qZmr,05-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/05 13:02:40,Manager,15.50,,1,9,8010,Pizza Round 15.5,,T4A6MTpv4w5mvbte1qZmr,05-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/05 13:02:40,Manager,3.50,,1,9,8010,Round Glutain free piu 3.5,,T4A6MTpv4w5mvbte1qZmr,05-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/05 13:39:15,Manager,,85.50,,,,,PIN,T4A6MTpv4w5mvbte1qZmr,05-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/05 13:09:16,Manager,8.50,,1,9,8010,Focaccia FILLED 8.5,,ILoTgcPf1wZX7vTDggat2X,05-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/05 13:09:18,Manager,,8.50,,,,,PIN,ILoTgcPf1wZX7vTDggat2X,05-02-2025,
item,toegevoegd,Tafel Vetrina Indoor,2025/02/05 13:21:06,Manager,5.00,,2,9,8010,Tea/American Coffe,,TAU5CyZzGHLReJhBJzBW2,05-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/05 13:21:06,Manager,6.50,,1,21,8011,Gl PROSECCO,,TAU5CyZzGHLReJhBJzBW2,05-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/05 13:36:58,Manager,7.50,,1,9,8010,SALAD di Matilde,,TAU5CyZzGHLReJhBJzBW2,05-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/05 13:36:58,Manager,9.50,,1,9,8010,SALAD di Giulia,,TAU5CyZzGHLReJhBJzBW2,05-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/05 13:36:58,Manager,12.00,,1,9,8010,Focaccia FILLED 12,,TAU5CyZzGHLReJhBJzBW2,05-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/05 13:54:15,Manager,4.60,,2,9,8010,Coffee/Espresso,,TAU5CyZzGHLReJhBJzBW2,05-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/05 14:26:40,Manager,2.30,,1,9,8010,Coffee/Espresso,,TAU5CyZzGHLReJhBJzBW2,05-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/05 15:03:25,Manager,4.60,,2,9,8010,Coffee/Espresso,,TAU5CyZzGHLReJhBJzBW2,05-02-2025,verkoop
transactie,,Tafel Vetrina Indoor,2025/02/05 15:04:15,Manager,,52.00,,,,,PIN,TAU5CyZzGHLReJhBJzBW2,05-02-2025,
item,toegevoegd,Tafel Bar Indoor,2025/02/05 13:23:40,Manager,7.00,,2,9,8010,slice FOCACCIA,,8CAo3q5WJxfJBzFehcuvc,05-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/05 13:36:23,Manager,4.50,,1,9,8010,Water 750,,8CAo3q5WJxfJBzFehcuvc,05-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/05 13:36:23,Manager,7.50,,3,9,8010,Tea/American Coffe,,8CAo3q5WJxfJBzFehcuvc,05-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/05 13:36:23,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,8CAo3q5WJxfJBzFehcuvc,05-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/05 13:36:23,Manager,12.00,,4,9,8010,Can,,8CAo3q5WJxfJBzFehcuvc,05-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/05 13:51:40,Manager,55.50,,3,9,8010,PASTA 18.50,,8CAo3q5WJxfJBzFehcuvc,05-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/05 13:51:40,Manager,72.00,,4,9,8010,PASTA 18,,8CAo3q5WJxfJBzFehcuvc,05-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/05 13:51:40,Manager,12.00,,1,9,8010,PASTA 12,,8CAo3q5WJxfJBzFehcuvc,05-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/05 13:51:40,Manager,17.50,,1,9,8010,Pasta 17.50,,8CAo3q5WJxfJBzFehcuvc,05-02-2025,verkoop
transactie,,Tafel Bar Indoor,2025/02/05 14:23:21,Manager,,191.50,,,,,PIN,8CAo3q5WJxfJBzFehcuvc,05-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/05 13:42:12,Manager,3.50,,1,9,8010,slice FOCACCIA,,Fdha5HURAf8IEJHdyQawpp,05-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/05 13:42:38,Manager,,3.50,,,,,PIN,Fdha5HURAf8IEJHdyQawpp,05-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/05 16:06:36,Manager,26.00,,1,9,8010,Parmigiano 32 500gr,,ndFDDr4Bok5bAfRuJUmUv,05-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/05 16:07:04,Manager,,26.00,,,,,PIN,ndFDDr4Bok5bAfRuJUmUv,05-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/05 17:07:05,Manager,8.50,,1,9,8010,Focaccia FILLED 8.5,,XNBohgPpvt1RAfsUdinZ99,05-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/05 17:07:05,Manager,16.00,,1,9,8010,PASTA 16,,XNBohgPpvt1RAfsUdinZ99,05-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/05 17:07:05,Manager,17.50,,1,9,8010,Pasta 17.50,,XNBohgPpvt1RAfsUdinZ99,05-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/05 17:07:05,Manager,3.00,,1,9,8010,Can,,XNBohgPpvt1RAfsUdinZ99,05-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/05 17:07:05,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,XNBohgPpvt1RAfsUdinZ99,05-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/05 17:35:02,Manager,,48.50,,,,,PIN,XNBohgPpvt1RAfsUdinZ99,05-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/05 17:14:36,Manager,2.50,,1,9,8010,Water 250,,oHH59cWimR8oSDnv5qLRY,05-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/05 17:14:36,Manager,8.00,,1,9,8010,Focaccia FILLED 8,,oHH59cWimR8oSDnv5qLRY,05-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/05 17:14:36,Manager,11.50,,1,9,8010,Focaccia FILLED 11.5,,oHH59cWimR8oSDnv5qLRY,05-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/05 17:49:41,Manager,,22.00,,,,,PIN,oHH59cWimR8oSDnv5qLRY,05-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/05 17:30:55,Manager,15.00,,1,9,8010,PASTA 15,,RDPAHSRrthkNzo4rmFaWpj,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/05 17:30:55,Manager,3.50,,1,9,8010,slice FOCACCIA,,RDPAHSRrthkNzo4rmFaWpj,05-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/05 17:32:41,Manager,,18.50,,,,,PIN,RDPAHSRrthkNzo4rmFaWpj,05-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/05 17:43:46,Manager,7.00,,2,9,8010,slice FOCACCIA,,H3VzFzV3BelhAUqTbipY4p,05-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/05 17:43:53,Manager,7.00,,1,9,8010,Torta 7,,H3VzFzV3BelhAUqTbipY4p,05-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/05 17:44:36,Manager,,14.00,,,,,PIN,H3VzFzV3BelhAUqTbipY4p,05-02-2025,
item,toegevoegd,Directe verkoop,2025/02/05 18:03:17,Manager,7.50,,1,0,8012,tip,,GXkhIRAADT1l3jhlrHikuO,05-02-2025,verkoop
transactie,,Directe verkoop,2025/02/05 18:03:17,Manager,,7.50,,,,,PIN,GXkhIRAADT1l3jhlrHikuO,05-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/06 10:07:49,Manager,24.00,,2,9,8010,Focaccia FILLED 12,,fFM2edHMjdP7BuKb7Gm2sW,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 10:07:49,Manager,17.00,,2,9,8010,Focaccia FILLED 8.5,,fFM2edHMjdP7BuKb7Gm2sW,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 10:07:49,Manager,15.00,,2,9,8010,Focaccia FILLED 7.5,,fFM2edHMjdP7BuKb7Gm2sW,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 10:07:49,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,fFM2edHMjdP7BuKb7Gm2sW,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 10:07:49,Manager,14.00,,2,9,8010,Focaccia FILLED 7,,fFM2edHMjdP7BuKb7Gm2sW,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 10:07:49,Manager,15.50,,1,9,8010,Focaccia FILLED 15.5,,fFM2edHMjdP7BuKb7Gm2sW,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 11:16:47,Manager,10.50,,3,9,8010,slice FOCACCIA,,fFM2edHMjdP7BuKb7Gm2sW,06-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/06 11:23:17,Manager,,105.00,,,,,PIN,fFM2edHMjdP7BuKb7Gm2sW,06-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/06 11:10:29,Manager,15.00,,1,9,8010,PASTA 15,,IMUq7vjK4di7BmeuUSRlBM,06-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/06 11:12:10,Manager,,15.00,,,,,PIN,IMUq7vjK4di7BmeuUSRlBM,06-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/06 12:08:56,Manager,8.50,,1,9,8010,Focaccia FILLED 8.5,,9WA3WVtkFUuuUTuFPqKUp,06-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/06 12:08:57,Manager,,8.50,,,,,PIN,9WA3WVtkFUuuUTuFPqKUp,06-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/06 12:23:30,Manager,9.50,,1,9,8010,Focaccia FILLED 9.5,,lF8dk7m7gTYmTXJxiu6Jki,06-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/06 12:23:30,Manager,16.00,,2,9,8010,Focaccia FILLED 8,,lF8dk7m7gTYmTXJxiu6Jki,06-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/06 12:49:01,Manager,,25.50,,,,,PIN,lF8dk7m7gTYmTXJxiu6Jki,06-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/06 12:23:04,Manager,8.00,,1,9,8010,Focaccia FILLED 8,,SDA1qCUr91ytE9zpP3a5NN,06-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/06 12:23:04,Manager,18.50,,1,9,8010,PASTA 18.50,,SDA1qCUr91ytE9zpP3a5NN,06-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/06 12:23:04,Manager,3.00,,1,9,8010,Can,,SDA1qCUr91ytE9zpP3a5NN,06-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/06 12:23:04,Manager,6.80,,1,21,8011,Gl BONARDA,,SDA1qCUr91ytE9zpP3a5NN,06-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/06 12:40:16,Manager,7.00,,1,9,8010,Torta 7,,SDA1qCUr91ytE9zpP3a5NN,06-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/06 12:49:14,Manager,7.00,,1,9,8010,Torta 7,,SDA1qCUr91ytE9zpP3a5NN,06-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/06 12:50:42,Manager,,50.30,,,,,PIN,SDA1qCUr91ytE9zpP3a5NN,06-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/06 12:29:21,Manager,8.00,,1,9,8010,Focaccia FILLED 8,,d4rPdGalkvJo41npK4aIZ2,06-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/06 12:30:02,Manager,,8.00,,,,,PIN,d4rPdGalkvJo41npK4aIZ2,06-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/06 13:03:20,Manager,7.00,,1,9,8010,SUGO 300gr,,tRaQ7vViSXHZ27B9wwyAg,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 13:04:35,Manager,7.50,,3,9,8010,Pasta Fresca 100gr,,tRaQ7vViSXHZ27B9wwyAg,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 13:04:56,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,tRaQ7vViSXHZ27B9wwyAg,06-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/06 13:05:14,Manager,,23.50,,,,,PIN,tRaQ7vViSXHZ27B9wwyAg,06-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/06 13:09:26,Manager,2.50,,1,9,8010,Water 250,,zRDT9ypb8EGKCHJkh1jL3B,06-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/06 13:37:56,Manager,,2.50,,,,,PIN,zRDT9ypb8EGKCHJkh1jL3B,06-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/06 13:09:14,Manager,35.00,,1,9,8010,sweet no price,,OC5urVIoAX3VufEEo9Jvq2,06-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/06 13:09:17,Manager,,35.00,,,,,TIKKIE,OC5urVIoAX3VufEEo9Jvq2,06-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/06 14:16:05,Manager,3.50,,1,9,8010,slice FOCACCIA,,8PL1ZPE2bbcd9dt8A5aVQ,06-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/06 14:16:07,Manager,,3.50,,,,,CONTANT,8PL1ZPE2bbcd9dt8A5aVQ,06-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/06 14:38:35,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,kyaV5DBqsZkmaUEq9uSzWI,06-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/06 14:38:36,Manager,,3.50,,,,,PIN,kyaV5DBqsZkmaUEq9uSzWI,06-02-2025,
item,toegevoegd,Tafel 5,2025/02/06 14:38:25,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,OkcLjZQGjpY15IpzgcchJm,06-02-2025,verkoop
item,gecorrigeerd,Tafel 5,2025/02/06 14:38:29,Manager,-3.50,,-1,9,8010,Cappuccino/Latte Macchiato,,OkcLjZQGjpY15IpzgcchJm,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 16:40:55,Manager,10.00,,1,9,8010,TOMATO 600g,,1oiuysABBgIzq439LS6HRQ,06-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/06 16:40:55,Manager,21.00,,3,9,8010,Torta 7,,1oiuysABBgIzq439LS6HRQ,06-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/06 16:41:33,Manager,,31.00,,,,,PIN,1oiuysABBgIzq439LS6HRQ,06-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/06 16:41:44,Manager,4.50,,1,9,8010,Torta 4.5,,RQXpeOoo6hCkywfzI6XPo,06-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/06 16:42:06,Manager,,4.50,,,,,PIN,RQXpeOoo6hCkywfzI6XPo,06-02-2025,
